market_scenario,Sim1_final_price,Sim1_final_node_count,INITIAL_NODE_COUNT,BASE_USD_DEMAND_GROWTH_RATE_MONTHLY,INITIAL_DRIA_PRICE_USD,MARKET_TREND_IMPACT_FACTOR,INITIAL_USD_CREDIT_PURCHASE_PER_MONTH,INITIAL_DRIA_PAYMENTS_FOR_SERVICES_PER_MONTH,SIMULATION_YEARS
Bear,0.2377508291305838,17,1000,0.02,0.5,0.75,100000,400000,5
Bear,0.45218397007255257,17,1000,0.02,0.5,0.75,200000,100000,5
Bear,2.7970162971254675,7,1000,0.02,0.5,0.75,100000,100000,10
Bear,2.7970162971254675,7,1000,0.02,0.5,0.75,100000,200000,10
Bear,0.45218397007255257,17,1000,0.02,0.5,0.75,200000,200000,5
Bear,2.7970162971254675,7,1000,0.02,0.5,0.75,100000,400000,10
Bear,0.45218397007255257,17,1000,0.02,0.5,0.75,200000,400000,5
Bear,5.592852339802796,7,1000,0.02,0.5,0.75,200000,100000,10
Bear,5.592852339802796,7,1000,0.02,0.5,0.75,200000,200000,10
Bear,0.15798615815125394,17,1000,0.02,1.0,0.25,50000,100000,5
Bear,0.15798615815125394,17,1000,0.02,1.0,0.25,50000,200000,5
Bear,5.592852339802796,7,1000,0.02,0.5,0.75,200000,400000,10
Bear,0.15798615815125394,17,1000,0.02,1.0,0.25,50000,400000,5
Bear,1.4931450462791132,7,1000,0.02,1.0,0.25,50000,100000,10
Bear,0.2693369399252781,17,1000,0.02,1.0,0.25,100000,100000,5
Bear,1.4931450462791132,7,1000,0.02,1.0,0.25,50000,200000,10
Bear,0.2693369399252781,17,1000,0.02,1.0,0.25,100000,200000,5
Bear,0.2693369399252781,17,1000,0.02,1.0,0.25,100000,400000,5
Bear,1.4931450462791132,7,1000,0.02,1.0,0.25,50000,400000,10
Bear,2.983929583661949,7,1000,0.02,1.0,0.25,100000,100000,10
Bear,0.49203850347332606,17,1000,0.02,1.0,0.25,200000,100000,5
Bear,2.983929583661949,7,1000,0.02,1.0,0.25,100000,200000,10
Bear,0.49203850347332606,17,1000,0.02,1.0,0.25,200000,200000,5
Bear,0.49203850347332606,17,1000,0.02,1.0,0.25,200000,400000,5
Bear,2.983929583661949,7,1000,0.02,1.0,0.25,100000,400000,10
Bear,0.1559029831573402,17,1000,0.02,1.0,0.5,50000,100000,5
Bear,5.9654986584276175,7,1000,0.02,1.0,0.25,200000,100000,10
Bear,0.1559029831573402,17,1000,0.02,1.0,0.5,50000,200000,5
Bear,5.9654986584276175,7,1000,0.02,1.0,0.25,200000,200000,10
Bear,0.1559029831573402,17,1000,0.02,1.0,0.5,50000,400000,5
Bear,1.4460470277828088,7,1000,0.02,1.0,0.5,50000,100000,10
Bear,5.9654986584276175,7,1000,0.02,1.0,0.25,200000,400000,10
Bear,0.2651705899374503,17,1000,0.02,1.0,0.5,100000,100000,5
Bear,0.2651705899374503,17,1000,0.02,1.0,0.5,100000,200000,5
Bear,1.4460470277828088,7,1000,0.02,1.0,0.5,50000,200000,10
Bear,0.2651705899374503,17,1000,0.02,1.0,0.5,100000,400000,5
Bear,1.4460470277828088,7,1000,0.02,1.0,0.5,50000,400000,10
Bear,0.4837058034976708,17,1000,0.02,1.0,0.5,200000,100000,5
Bear,2.889733546669339,7,1000,0.02,1.0,0.5,100000,100000,10
Bear,0.4837058034976708,17,1000,0.02,1.0,0.5,200000,200000,5
Bear,2.889733546669339,7,1000,0.02,1.0,0.5,100000,200000,10
Bear,2.889733546669339,7,1000,0.02,1.0,0.5,100000,400000,10
Bear,0.4837058034976708,17,1000,0.02,1.0,0.5,200000,400000,5
Bear,0.15385194684821432,17,1000,0.02,1.0,0.75,50000,100000,5
Bear,5.777106584442399,7,1000,0.02,1.0,0.5,200000,100000,10
Bear,0.15385194684821432,17,1000,0.02,1.0,0.75,50000,200000,5
Bear,0.15385194684821432,17,1000,0.02,1.0,0.75,50000,400000,5
Bear,5.777106584442399,7,1000,0.02,1.0,0.5,200000,200000,10
Bear,5.777106584442399,7,1000,0.02,1.0,0.5,200000,400000,10
Bear,1.4002785302349419,7,1000,0.02,1.0,0.75,50000,100000,10
Bear,0.2610685173191988,17,1000,0.02,1.0,0.75,100000,100000,5
Bear,1.4002785302349419,7,1000,0.02,1.0,0.75,50000,200000,10
Bear,0.2610685173191988,17,1000,0.02,1.0,0.75,100000,200000,5
Bear,0.2610685173191988,17,1000,0.02,1.0,0.75,100000,400000,5
Bear,1.4002785302349419,7,1000,0.02,1.0,0.75,50000,400000,10
Bear,2.7981965515736062,7,1000,0.02,1.0,0.75,100000,100000,10
Bear,0.4755016582611676,17,1000,0.02,1.0,0.75,200000,100000,5
Bear,2.7981965515736062,7,1000,0.02,1.0,0.75,100000,200000,10
Bear,0.4755016582611676,17,1000,0.02,1.0,0.75,200000,200000,5
Bear,2.7981965515736062,7,1000,0.02,1.0,0.75,100000,400000,10
Bear,0.4755016582611676,17,1000,0.02,1.0,0.75,200000,400000,5
Bear,0.061645120392488005,79,5000,0.005,0.25,0.25,50000,100000,5
Bear,0.061645120392488005,79,5000,0.005,0.25,0.25,50000,200000,5
Bear,5.594032594250935,7,1000,0.02,1.0,0.75,200000,100000,10
Bear,0.30860486455909397,7,5000,0.005,0.25,0.25,50000,100000,10
Bear,0.061645120392488005,79,5000,0.005,0.25,0.25,50000,400000,5
Bear,0.30860486455909397,7,5000,0.005,0.25,0.25,50000,200000,10
Bear,5.594032594250935,7,1000,0.02,1.0,0.75,200000,200000,10
Bear,0.11163030991803644,79,5000,0.005,0.25,0.25,100000,100000,5
Bear,0.30860486455909397,7,5000,0.005,0.25,0.25,50000,400000,10
Bear,0.11163030991803644,79,5000,0.005,0.25,0.25,100000,200000,5
Bear,5.594032594250935,7,1000,0.02,1.0,0.75,200000,400000,10
Bear,0.11163030991803644,79,5000,0.005,0.25,0.25,100000,400000,5
Bear,0.6166196364083382,7,5000,0.005,0.25,0.25,100000,100000,10
Bear,0.21160068896913312,79,5000,0.005,0.25,0.25,200000,100000,5
Bear,0.6166196364083382,7,5000,0.005,0.25,0.25,100000,200000,10
Bear,0.21160068896913312,79,5000,0.005,0.25,0.25,200000,200000,5
Bear,0.6166196364083382,7,5000,0.005,0.25,0.25,100000,400000,10
Bear,1.2326491801068264,7,5000,0.005,0.25,0.25,200000,100000,10
Bear,0.21160068896913312,79,5000,0.005,0.25,0.25,200000,400000,5
Bear,1.2326491801068264,7,5000,0.005,0.25,0.25,200000,200000,10
Bear,0.06140957304670528,79,5000,0.005,0.25,0.5,50000,100000,5
Bear,0.06140957304670528,79,5000,0.005,0.25,0.5,50000,200000,5
Bear,1.2326491801068264,7,5000,0.005,0.25,0.25,200000,400000,10
Bear,0.06140957304670528,79,5000,0.005,0.25,0.5,50000,400000,5
Bear,0.3061420201132601,7,5000,0.005,0.25,0.5,50000,100000,10
Bear,0.3061420201132601,7,5000,0.005,0.25,0.5,50000,200000,10
Bear,0.11115921522647093,79,5000,0.005,0.25,0.5,100000,100000,5
Bear,0.3061420201132601,7,5000,0.005,0.25,0.5,50000,400000,10
Bear,0.11115921522647093,79,5000,0.005,0.25,0.5,100000,200000,5
Bear,0.11115921522647093,79,5000,0.005,0.25,0.5,100000,400000,5
Bear,0.6116939475166704,7,5000,0.005,0.25,0.5,100000,100000,10
Bear,0.21065849958600227,79,5000,0.005,0.25,0.5,200000,100000,5
Bear,0.6116939475166704,7,5000,0.005,0.25,0.5,100000,200000,10
Bear,0.21065849958600227,79,5000,0.005,0.25,0.5,200000,200000,5
Bear,0.6116939475166704,7,5000,0.005,0.25,0.5,100000,400000,10
Bear,0.21065849958600227,79,5000,0.005,0.25,0.5,200000,400000,5
Bear,1.22279780232349,7,5000,0.005,0.25,0.5,200000,100000,10
Bear,0.06117494328591253,79,5000,0.005,0.25,0.75,50000,100000,5
Bear,1.22279780232349,7,5000,0.005,0.25,0.5,200000,200000,10
Bear,0.06117494328591253,79,5000,0.005,0.25,0.75,50000,200000,5
Bear,0.30369672836104117,7,5000,0.005,0.25,0.75,50000,100000,10
Bear,1.22279780232349,7,5000,0.005,0.25,0.5,200000,400000,10
Bear,0.06117494328591253,79,5000,0.005,0.25,0.75,50000,400000,5
Bear,0.30369672836104117,7,5000,0.005,0.25,0.75,50000,200000,10
Bear,0.11068995570488548,79,5000,0.005,0.25,0.75,100000,100000,5
Bear,0.30369672836104117,7,5000,0.005,0.25,0.75,50000,400000,10
Bear,0.11068995570488548,79,5000,0.005,0.25,0.75,100000,200000,5
Bear,0.6068033640122324,7,5000,0.005,0.25,0.75,100000,100000,10
Bear,0.11068995570488548,79,5000,0.005,0.25,0.75,100000,400000,5
Bear,0.6068033640122324,7,5000,0.005,0.25,0.75,100000,200000,10
Bear,0.20971998054283128,79,5000,0.005,0.25,0.75,200000,100000,5
Bear,0.6068033640122324,7,5000,0.005,0.25,0.75,100000,400000,10
Bear,0.20971998054283128,79,5000,0.005,0.25,0.75,200000,200000,5
Bear,0.20971998054283128,79,5000,0.005,0.25,0.75,200000,400000,5
Bear,1.2130166353146146,7,5000,0.005,0.25,0.75,200000,100000,10
Bear,1.2130166353146146,7,5000,0.005,0.25,0.75,200000,200000,10
Bear,1.2130166353146146,7,5000,0.005,0.25,0.75,200000,400000,10
Bear,0.07330505125942764,79,5000,0.005,0.5,0.25,50000,100000,5
Bear,0.07330505125942764,79,5000,0.005,0.5,0.25,50000,200000,5
Bear,0.30919495726894386,7,5000,0.005,0.5,0.25,50000,100000,10
Bear,0.07330505125942764,79,5000,0.005,0.5,0.25,50000,400000,5
Bear,0.30919495726894386,7,5000,0.005,0.5,0.25,50000,200000,10
Bear,0.12329024078497601,79,5000,0.005,0.5,0.25,100000,100000,5
Bear,0.12329024078497601,79,5000,0.005,0.5,0.25,100000,200000,5
Bear,0.30919495726894386,7,5000,0.005,0.5,0.25,50000,400000,10
Bear,0.12329024078497601,79,5000,0.005,0.5,0.25,100000,400000,5
Bear,0.6172097291181879,7,5000,0.005,0.5,0.25,100000,100000,10
Bear,0.6172097291181879,7,5000,0.005,0.5,0.25,100000,200000,10
Bear,0.22326061983607287,79,5000,0.005,0.5,0.25,200000,100000,5
Bear,0.6172097291181879,7,5000,0.005,0.5,0.25,100000,400000,10
Bear,0.22326061983607287,79,5000,0.005,0.5,0.25,200000,200000,5
Bear,0.22326061983607287,79,5000,0.005,0.5,0.25,200000,400000,5
Bear,1.2332392728166763,7,5000,0.005,0.5,0.25,200000,100000,10
Bear,1.2332392728166763,7,5000,0.005,0.5,0.25,200000,200000,10
Bear,0.07306950391364495,79,5000,0.005,0.5,0.5,50000,100000,5
Bear,0.07306950391364495,79,5000,0.005,0.5,0.5,50000,200000,5
Bear,1.2332392728166763,7,5000,0.005,0.5,0.25,200000,400000,10
Bear,0.30673211282311,7,5000,0.005,0.5,0.5,50000,100000,10
Bear,0.07306950391364495,79,5000,0.005,0.5,0.5,50000,400000,5
Bear,0.30673211282311,7,5000,0.005,0.5,0.5,50000,200000,10
Bear,0.12281914609341056,79,5000,0.005,0.5,0.5,100000,100000,5
Bear,0.30673211282311,7,5000,0.005,0.5,0.5,50000,400000,10
Bear,0.12281914609341056,79,5000,0.005,0.5,0.5,100000,200000,5
Bear,0.6122840402265202,7,5000,0.005,0.5,0.5,100000,100000,10
Bear,0.12281914609341056,79,5000,0.005,0.5,0.5,100000,400000,5
Bear,0.22231843045294186,79,5000,0.005,0.5,0.5,200000,100000,5
Bear,0.6122840402265202,7,5000,0.005,0.5,0.5,100000,200000,10
Bear,0.6122840402265202,7,5000,0.005,0.5,0.5,100000,400000,10
Bear,0.22231843045294186,79,5000,0.005,0.5,0.5,200000,200000,5
Bear,0.22231843045294186,79,5000,0.005,0.5,0.5,200000,400000,5
Bear,1.2233878950333408,7,5000,0.005,0.5,0.5,200000,100000,10
Bear,0.07283487415285216,79,5000,0.005,0.5,0.75,50000,100000,5
Bear,1.2233878950333408,7,5000,0.005,0.5,0.5,200000,200000,10
Bear,0.07283487415285216,79,5000,0.005,0.5,0.75,50000,200000,5
Bear,1.2233878950333408,7,5000,0.005,0.5,0.5,200000,400000,10
Bear,0.304286821070891,7,5000,0.005,0.5,0.75,50000,100000,10
Bear,0.07283487415285216,79,5000,0.005,0.5,0.75,50000,400000,5
Bear,0.304286821070891,7,5000,0.005,0.5,0.75,50000,200000,10
Bear,0.12234988657182506,79,5000,0.005,0.5,0.75,100000,100000,5
Bear,0.304286821070891,7,5000,0.005,0.5,0.75,50000,400000,10
Bear,0.12234988657182506,79,5000,0.005,0.5,0.75,100000,200000,5
Bear,0.6073934567220823,7,5000,0.005,0.5,0.75,100000,100000,10
Bear,0.12234988657182506,79,5000,0.005,0.5,0.75,100000,400000,5
Bear,0.22137991140977095,79,5000,0.005,0.5,0.75,200000,100000,5
Bear,0.6073934567220823,7,5000,0.005,0.5,0.75,100000,200000,10
Bear,0.22137991140977095,79,5000,0.005,0.5,0.75,200000,200000,5
Bear,0.6073934567220823,7,5000,0.005,0.5,0.75,100000,400000,10
Bear,1.213606728024465,7,5000,0.005,0.5,0.75,200000,100000,10
Bear,0.22137991140977095,79,5000,0.005,0.5,0.75,200000,400000,5
Bear,1.213606728024465,7,5000,0.005,0.5,0.75,200000,200000,10
Bear,1.213606728024465,7,5000,0.005,0.5,0.75,200000,400000,10
Bear,0.0966249129933069,79,5000,0.005,1.0,0.25,50000,100000,5
Bear,0.0966249129933069,79,5000,0.005,1.0,0.25,50000,200000,5
Bear,0.0966249129933069,79,5000,0.005,1.0,0.25,50000,400000,5
Bear,0.3103751426886436,7,5000,0.005,1.0,0.25,50000,100000,10
Bear,0.14661010251885528,79,5000,0.005,1.0,0.25,100000,100000,5
Bear,0.3103751426886436,7,5000,0.005,1.0,0.25,50000,200000,10
Bear,0.14661010251885528,79,5000,0.005,1.0,0.25,100000,200000,5
Bear,0.3103751426886436,7,5000,0.005,1.0,0.25,50000,400000,10
Bear,0.6183899145378877,7,5000,0.005,1.0,0.25,100000,100000,10
Bear,0.14661010251885528,79,5000,0.005,1.0,0.25,100000,400000,5
Bear,0.24658048156995202,79,5000,0.005,1.0,0.25,200000,100000,5
Bear,0.6183899145378877,7,5000,0.005,1.0,0.25,100000,200000,10
Bear,0.6183899145378877,7,5000,0.005,1.0,0.25,100000,400000,10
Bear,0.24658048156995202,79,5000,0.005,1.0,0.25,200000,200000,5
Bear,0.24658048156995202,79,5000,0.005,1.0,0.25,200000,400000,5
Bear,1.2344194582363759,7,5000,0.005,1.0,0.25,200000,100000,10
Bear,0.09638936564752419,79,5000,0.005,1.0,0.5,50000,100000,5
Bear,1.2344194582363759,7,5000,0.005,1.0,0.25,200000,200000,10
Bear,0.09638936564752419,79,5000,0.005,1.0,0.5,50000,200000,5
Bear,1.2344194582363759,7,5000,0.005,1.0,0.25,200000,400000,10
Bear,0.3079122982428099,7,5000,0.005,1.0,0.5,50000,100000,10
Bear,0.09638936564752419,79,5000,0.005,1.0,0.5,50000,400000,5
Bear,0.3079122982428099,7,5000,0.005,1.0,0.5,50000,200000,10
Bear,0.1461390078272899,79,5000,0.005,1.0,0.5,100000,100000,5
Bear,0.1461390078272899,79,5000,0.005,1.0,0.5,100000,200000,5
Bear,0.3079122982428099,7,5000,0.005,1.0,0.5,50000,400000,10
Bear,0.1461390078272899,79,5000,0.005,1.0,0.5,100000,400000,5
Bear,0.61346422564622,7,5000,0.005,1.0,0.5,100000,100000,10
Bear,0.24563829218682112,79,5000,0.005,1.0,0.5,200000,100000,5
Bear,0.61346422564622,7,5000,0.005,1.0,0.5,100000,200000,10
Bear,0.61346422564622,7,5000,0.005,1.0,0.5,100000,400000,10
Bear,0.24563829218682112,79,5000,0.005,1.0,0.5,200000,200000,5
Bear,0.24563829218682112,79,5000,0.005,1.0,0.5,200000,400000,5
Bear,1.2245680804530403,7,5000,0.005,1.0,0.5,200000,100000,10
Bear,0.09615473588673151,79,5000,0.005,1.0,0.75,50000,100000,5
Bear,1.2245680804530403,7,5000,0.005,1.0,0.5,200000,200000,10
Bear,0.09615473588673151,79,5000,0.005,1.0,0.75,50000,200000,5
Bear,1.2245680804530403,7,5000,0.005,1.0,0.5,200000,400000,10
Bear,0.09615473588673151,79,5000,0.005,1.0,0.75,50000,400000,5
Bear,0.3054670064905908,7,5000,0.005,1.0,0.75,50000,100000,10
Bear,0.3054670064905908,7,5000,0.005,1.0,0.75,50000,200000,10
Bear,0.1456697483057043,79,5000,0.005,1.0,0.75,100000,100000,5
Bear,0.3054670064905908,7,5000,0.005,1.0,0.75,50000,400000,10
Bear,0.1456697483057043,79,5000,0.005,1.0,0.75,100000,200000,5
Bear,0.1456697483057043,79,5000,0.005,1.0,0.75,100000,400000,5
Bear,0.608573642141782,7,5000,0.005,1.0,0.75,100000,100000,10
Bear,0.608573642141782,7,5000,0.005,1.0,0.75,100000,200000,10
Bear,0.24469977314365013,79,5000,0.005,1.0,0.75,200000,100000,5
Bear,0.24469977314365013,79,5000,0.005,1.0,0.75,200000,200000,5
Bear,0.608573642141782,7,5000,0.005,1.0,0.75,100000,400000,10
Bear,0.07676316101120871,79,5000,0.01,0.25,0.25,50000,100000,5
Bear,0.24469977314365013,79,5000,0.005,1.0,0.75,200000,400000,5
Bear,0.07676316101120871,79,5000,0.01,0.25,0.25,50000,200000,5
Bear,1.2147869134441647,7,5000,0.005,1.0,0.75,200000,100000,10
Bear,0.5210587688284649,7,5000,0.01,0.25,0.25,50000,100000,10
Bear,1.2147869134441647,7,5000,0.005,1.0,0.75,200000,200000,10
Bear,0.07676316101120871,79,5000,0.01,0.25,0.25,50000,400000,5
Bear,0.5210587688284649,7,5000,0.01,0.25,0.25,50000,200000,10
Bear,0.14186639115547783,79,5000,0.01,0.25,0.25,100000,100000,5
Bear,0.5210587688284649,7,5000,0.01,0.25,0.25,50000,400000,10
Bear,0.14186639115547783,79,5000,0.01,0.25,0.25,100000,200000,5
Bear,1.2147869134441647,7,5000,0.005,1.0,0.75,200000,400000,10
Bear,1.04152744494708,7,5000,0.01,0.25,0.25,100000,100000,10
Bear,0.14186639115547783,79,5000,0.01,0.25,0.25,100000,400000,5
Bear,1.04152744494708,7,5000,0.01,0.25,0.25,100000,200000,10
Bear,0.27207285144401605,79,5000,0.01,0.25,0.25,200000,100000,5
Bear,1.04152744494708,7,5000,0.01,0.25,0.25,100000,400000,10
Bear,0.27207285144401605,79,5000,0.01,0.25,0.25,200000,200000,5
Bear,0.27207285144401605,79,5000,0.01,0.25,0.25,200000,400000,5
Bear,2.082464797184311,7,5000,0.01,0.25,0.25,200000,100000,10
Bear,0.07615096078169299,79,5000,0.01,0.25,0.5,50000,100000,5
Bear,2.082464797184311,7,5000,0.01,0.25,0.25,200000,200000,10
Bear,0.07615096078169299,79,5000,0.01,0.25,0.5,50000,200000,5
Bear,0.5127663615554543,7,5000,0.01,0.25,0.5,50000,100000,10
Bear,2.082464797184311,7,5000,0.01,0.25,0.25,200000,400000,10
Bear,0.07615096078169299,79,5000,0.01,0.25,0.5,50000,400000,5
Bear,0.5127663615554543,7,5000,0.01,0.25,0.5,50000,200000,10
Bear,0.14064199069644634,79,5000,0.01,0.25,0.5,100000,100000,5
Bear,0.14064199069644634,79,5000,0.01,0.25,0.5,100000,200000,5
Bear,0.5127663615554543,7,5000,0.01,0.25,0.5,50000,400000,10
Bear,0.14064199069644634,79,5000,0.01,0.25,0.5,100000,400000,5
Bear,1.0249426304010583,7,5000,0.01,0.25,0.5,100000,100000,10
Bear,0.26962405052595306,79,5000,0.01,0.25,0.5,200000,100000,5
Bear,1.0249426304010583,7,5000,0.01,0.25,0.5,100000,200000,10
Bear,1.0249426304010583,7,5000,0.01,0.25,0.5,100000,400000,10
Bear,0.26962405052595306,79,5000,0.01,0.25,0.5,200000,200000,5
Bear,2.049295168092267,7,5000,0.01,0.25,0.5,200000,100000,10
Bear,0.26962405052595306,79,5000,0.01,0.25,0.5,200000,400000,5
Bear,0.07554351460093546,79,5000,0.01,0.25,0.75,50000,100000,5
Bear,2.049295168092267,7,5000,0.01,0.25,0.5,200000,200000,10
Bear,0.07554351460093546,79,5000,0.01,0.25,0.75,50000,200000,5
Bear,2.049295168092267,7,5000,0.01,0.25,0.5,200000,400000,10
Bear,0.5045918020262714,7,5000,0.01,0.25,0.75,50000,100000,10
Bear,0.07554351460093546,79,5000,0.01,0.25,0.75,50000,400000,5
Bear,0.13942709833493125,79,5000,0.01,0.25,0.75,100000,100000,5
Bear,0.5045918020262714,7,5000,0.01,0.25,0.75,50000,200000,10
Bear,0.5045918020262714,7,5000,0.01,0.25,0.75,50000,400000,10
Bear,0.13942709833493125,79,5000,0.01,0.25,0.75,100000,200000,5
Bear,1.008593511342693,7,5000,0.01,0.25,0.75,100000,100000,10
Bear,0.13942709833493125,79,5000,0.01,0.25,0.75,100000,400000,5
Bear,1.008593511342693,7,5000,0.01,0.25,0.75,100000,200000,10
Bear,0.26719426580292294,79,5000,0.01,0.25,0.75,200000,100000,5
Bear,1.008593511342693,7,5000,0.01,0.25,0.75,100000,400000,10
Bear,0.26719426580292294,79,5000,0.01,0.25,0.75,200000,200000,5
Bear,0.26719426580292294,79,5000,0.01,0.25,0.75,200000,400000,5
Bear,2.0165969299755355,7,5000,0.01,0.25,0.75,200000,100000,10
Bear,2.0165969299755355,7,5000,0.01,0.25,0.75,200000,200000,10
Bear,2.0165969299755355,7,5000,0.01,0.25,0.75,200000,400000,10
Bear,0.08842309187814838,79,5000,0.01,0.5,0.25,50000,100000,5
Bear,0.08842309187814838,79,5000,0.01,0.5,0.25,50000,200000,5
Bear,0.521648861538315,7,5000,0.01,0.5,0.25,50000,100000,10
Bear,0.08842309187814838,79,5000,0.01,0.5,0.25,50000,400000,5
Bear,0.521648861538315,7,5000,0.01,0.5,0.25,50000,200000,10
Bear,0.15352632202241742,79,5000,0.01,0.5,0.25,100000,100000,5
Bear,0.521648861538315,7,5000,0.01,0.5,0.25,50000,400000,10
Bear,0.15352632202241742,79,5000,0.01,0.5,0.25,100000,200000,5
Bear,1.0421175376569298,7,5000,0.01,0.5,0.25,100000,100000,10
Bear,0.15352632202241742,79,5000,0.01,0.5,0.25,100000,400000,5
Bear,1.0421175376569298,7,5000,0.01,0.5,0.25,100000,200000,10
Bear,0.28373278231095567,79,5000,0.01,0.5,0.25,200000,100000,5
Bear,1.0421175376569298,7,5000,0.01,0.5,0.25,100000,400000,10
Bear,0.28373278231095567,79,5000,0.01,0.5,0.25,200000,200000,5
Bear,2.08305488989416,7,5000,0.01,0.5,0.25,200000,100000,10
Bear,0.28373278231095567,79,5000,0.01,0.5,0.25,200000,400000,5
Bear,0.08781089164863265,79,5000,0.01,0.5,0.5,50000,100000,5
Bear,2.08305488989416,7,5000,0.01,0.5,0.25,200000,200000,10
Bear,0.08781089164863265,79,5000,0.01,0.5,0.5,50000,200000,5
Bear,0.5133564542653041,7,5000,0.01,0.5,0.5,50000,100000,10
Bear,2.08305488989416,7,5000,0.01,0.5,0.25,200000,400000,10
Bear,0.08781089164863265,79,5000,0.01,0.5,0.5,50000,400000,5
Bear,0.15230192156338598,79,5000,0.01,0.5,0.5,100000,100000,5
Bear,0.5133564542653041,7,5000,0.01,0.5,0.5,50000,200000,10
Bear,0.5133564542653041,7,5000,0.01,0.5,0.5,50000,400000,10
Bear,0.15230192156338598,79,5000,0.01,0.5,0.5,100000,200000,5
Bear,0.15230192156338598,79,5000,0.01,0.5,0.5,100000,400000,5
Bear,1.0255327231109086,7,5000,0.01,0.5,0.5,100000,100000,10
Bear,0.2812839813928927,79,5000,0.01,0.5,0.5,200000,100000,5
Bear,1.0255327231109086,7,5000,0.01,0.5,0.5,100000,200000,10
Bear,1.0255327231109086,7,5000,0.01,0.5,0.5,100000,400000,10
Bear,0.2812839813928927,79,5000,0.01,0.5,0.5,200000,200000,5
Bear,0.2812839813928927,79,5000,0.01,0.5,0.5,200000,400000,5
Bear,2.0498852608021165,7,5000,0.01,0.5,0.5,200000,100000,10
Bear,0.08720344546787509,79,5000,0.01,0.5,0.75,50000,100000,5
Bear,2.0498852608021165,7,5000,0.01,0.5,0.5,200000,200000,10
Bear,0.08720344546787509,79,5000,0.01,0.5,0.75,50000,200000,5
Bear,2.0498852608021165,7,5000,0.01,0.5,0.5,200000,400000,10
Bear,0.5051818947361214,7,5000,0.01,0.5,0.75,50000,100000,10
Bear,0.08720344546787509,79,5000,0.01,0.5,0.75,50000,400000,5
Bear,0.5051818947361214,7,5000,0.01,0.5,0.75,50000,200000,10
Bear,0.15108702920187092,79,5000,0.01,0.5,0.75,100000,100000,5
Bear,0.15108702920187092,79,5000,0.01,0.5,0.75,100000,200000,5
Bear,0.5051818947361214,7,5000,0.01,0.5,0.75,50000,400000,10
Bear,1.0091836040525428,7,5000,0.01,0.5,0.75,100000,100000,10
Bear,0.15108702920187092,79,5000,0.01,0.5,0.75,100000,400000,5
Bear,0.2788541966698625,79,5000,0.01,0.5,0.75,200000,100000,5
Bear,1.0091836040525428,7,5000,0.01,0.5,0.75,100000,200000,10
Bear,1.0091836040525428,7,5000,0.01,0.5,0.75,100000,400000,10
Bear,0.2788541966698625,79,5000,0.01,0.5,0.75,200000,200000,5
Bear,0.2788541966698625,79,5000,0.01,0.5,0.75,200000,400000,5
Bear,2.017187022685386,7,5000,0.01,0.5,0.75,200000,100000,10
Bear,2.017187022685386,7,5000,0.01,0.5,0.75,200000,200000,10
Bear,2.017187022685386,7,5000,0.01,0.5,0.75,200000,400000,10
Bear,0.11174295361202762,79,5000,0.01,1.0,0.25,50000,100000,5
Bear,0.11174295361202762,79,5000,0.01,1.0,0.25,50000,200000,5
Bear,0.11174295361202762,79,5000,0.01,1.0,0.25,50000,400000,5
Bear,0.5228290469580146,7,5000,0.01,1.0,0.25,50000,100000,10
Bear,0.17684618375629677,79,5000,0.01,1.0,0.25,100000,100000,5
Bear,0.5228290469580146,7,5000,0.01,1.0,0.25,50000,200000,10
Bear,0.17684618375629677,79,5000,0.01,1.0,0.25,100000,200000,5
Bear,0.5228290469580146,7,5000,0.01,1.0,0.25,50000,400000,10
Bear,0.17684618375629677,79,5000,0.01,1.0,0.25,100000,400000,5
Bear,1.04329772307663,7,5000,0.01,1.0,0.25,100000,100000,10
Bear,0.30705264404483484,79,5000,0.01,1.0,0.25,200000,100000,5
Bear,1.04329772307663,7,5000,0.01,1.0,0.25,100000,200000,10
Bear,0.30705264404483484,79,5000,0.01,1.0,0.25,200000,200000,5
Bear,1.04329772307663,7,5000,0.01,1.0,0.25,100000,400000,10
Bear,0.30705264404483484,79,5000,0.01,1.0,0.25,200000,400000,5
Bear,2.0842350753138597,7,5000,0.01,1.0,0.25,200000,100000,10
Bear,0.11113075338251192,79,5000,0.01,1.0,0.5,50000,100000,5
Bear,2.0842350753138597,7,5000,0.01,1.0,0.25,200000,200000,10
Bear,0.11113075338251192,79,5000,0.01,1.0,0.5,50000,200000,5
Bear,2.0842350753138597,7,5000,0.01,1.0,0.25,200000,400000,10
Bear,0.5145366396850037,7,5000,0.01,1.0,0.5,50000,100000,10
Bear,0.11113075338251192,79,5000,0.01,1.0,0.5,50000,400000,5
Bear,0.1756217832972653,79,5000,0.01,1.0,0.5,100000,100000,5
Bear,0.5145366396850037,7,5000,0.01,1.0,0.5,50000,200000,10
Bear,0.5145366396850037,7,5000,0.01,1.0,0.5,50000,400000,10
Bear,0.1756217832972653,79,5000,0.01,1.0,0.5,100000,200000,5
